station,state,latitude,longitude,elevation,date,TMIN,TMAX,TAVG,AWND,WDF5,WSF5,SNOW,SNWD,PRCP
HUNTINGTON TRI STATE AP,WV,38.365,-82.555,251.2,20170417,60.98,77,67.28,5.368656,360,18.119214,0,0,0.01968505
HUNTINGTON TRI STATE AP,WV,38.365,-82.555,251.2,20170731,62.96,86,73.94,2.460634,360,12.974252,0,0,0
MERIDIAN NAAS,MS,32.55,-88.5667,82.6,20170106,26.24,39.02,,10.513618,360,23.040482,,,0.35826791
MERIDIAN NAAS,MS,32.55,-88.5667,82.6,20170624,73.04,89.06,,5.59235,360,18.119214,,,0.18110246
MERIDIAN NAAS,MS,32.55,-88.5667,82.6,20170726,73.04,95,,2.684328,360,10.961006,,,0
TERRE HAUTE HULMAN RGNL AP,IN,39.4519,-87.3089,175.3,20170328,46.94,60.98,,8.052984,360,21.922012,,,0
TERRE HAUTE HULMAN RGNL AP,IN,39.4519,-87.3089,175.3,20170505,44.96,60.08,,17.000744,360,38.02798,,,0.01968505
TERRE HAUTE HULMAN RGNL AP,IN,39.4519,-87.3089,175.3,20170623,64.94,78.08,,8.052984,360,25.053728,,,0.77952798
TERRE HAUTE HULMAN RGNL AP,IN,39.4519,-87.3089,175.3,20170717,68,84.92,,3.35541,360,12.079476,,,0
TERRE HAUTE HULMAN RGNL AP,IN,39.4519,-87.3089,175.3,20170807,62.06,78.98,,4.697574,360,14.092722,,,0
TERRE HAUTE HULMAN RGNL AP,IN,39.4519,-87.3089,175.3,20170811,66.02,84.92,,3.802798,360,17.000744,,,0
TERRE HAUTE HULMAN RGNL AP,IN,39.4519,-87.3089,175.3,20170902,50,77,,5.144962,360,19.908766,,,0
GREER,SC,34.8831,-82.2203,286.5,20170104,39.02,55.04,51.62,8.500372,360,31.093466,0,0,0
GREER,SC,34.8831,-82.2203,286.5,20170203,33.98,51.08,48.38,7.381902,360,31.093466,0,0,0
GREER,SC,34.8831,-82.2203,286.5,20170210,27.14,55.94,39.56,6.934514,360,27.066974,0,0,0
GREER,SC,34.8831,-82.2203,286.5,20170308,46.04,71.96,60.62,7.381902,360,27.96175,0,0,0
GREER,SC,34.8831,-82.2203,286.5,20170314,30.2,51.98,41.36,8.500372,360,29.974996,0,0,0.05905515
GREER,SC,34.8831,-82.2203,286.5,20170319,37.94,57.92,51.62,7.381902,360,23.040482,0,0,0
GREER,SC,34.8831,-82.2203,286.5,20170601,62.06,84.02,72.14,1.342164,360,12.079476,0,0,0
GREER,SC,34.8831,-82.2203,286.5,20170617,69.08,84.92,74.84,3.802798,360,21.027236,0,0,0.05118113
GREER,SC,34.8831,-82.2203,286.5,20170815,71.96,89.96,78.08,2.460634,360,29.08022,0,0,0.0393701
GREER,SC,34.8831,-82.2203,286.5,20170816,71.06,91.94,80.06,1.789552,360,14.987498,0,0,0
BECKLEY RALEIGH CO AP,WV,37.7836,-81.1231,766.3,20170321,37.94,55.04,49.46,5.368656,360,16.105968,0,0,0
BECKLEY RALEIGH CO AP,WV,37.7836,-81.1231,766.3,20170422,44.96,59,52.88,6.934514,360,19.01399,0,0,0.33070884
BECKLEY RALEIGH CO AP,WV,37.7836,-81.1231,766.3,20170429,64.94,84.92,73.94,6.71082,360,21.027236,0,0,0
BECKLEY RALEIGH CO AP,WV,37.7836,-81.1231,766.3,20170506,39.02,51.08,44.96,10.513618,360,36.014734,0,0,0.31889781
BECKLEY RALEIGH CO AP,WV,37.7836,-81.1231,766.3,20170714,66.92,84.02,74.48,7.381902,360,29.08022,0,0,0.27952771
BECKLEY RALEIGH CO AP,WV,37.7836,-81.1231,766.3,20170729,55.94,66.92,64.4,8.724066,360,23.040482,0,0,0.05118113
BECKLEY RALEIGH CO AP,WV,37.7836,-81.1231,766.3,20170908,44.06,68,54.86,4.026492,360,18.119214,0,0,0
BECKLEY RALEIGH CO AP,WV,37.7836,-81.1231,766.3,20170915,57.92,69.08,62.96,2.908022,360,10.06623,0,0,0
TROY MUNI AP,AL,31.8606,-86.0122,121,20170106,33.08,48.92,,9.842536,360,21.922012,,0,1.50000081
TROY MUNI AP,AL,31.8606,-86.0122,121,20170203,37.94,55.94,,5.59235,360,17.000744,,0,0.11023628
TROY MUNI AP,AL,31.8606,-86.0122,121,20170302,44.06,62.06,,11.408394,360,27.066974,0,0,0
TROY MUNI AP,AL,31.8606,-86.0122,121,20170319,39.92,73.94,,6.71082,360,27.066974,0,0,0
TROY MUNI AP,AL,31.8606,-86.0122,121,20170608,62.96,84.02,,3.802798,360,14.092722,0,0,0
TROY MUNI AP,AL,31.8606,-86.0122,121,20170615,66.92,87.98,,3.579104,360,36.90951,0,0,1.51181184
TROY MUNI AP,AL,31.8606,-86.0122,121,20170626,62.06,87.08,,4.026492,360,19.01399,0,0,0
TROY MUNI AP,AL,31.8606,-86.0122,121,20170727,71.96,93.92,,1.565858,360,19.908766,0,0,0.0393701
TROY MUNI AP,AL,31.8606,-86.0122,121,20170729,69.98,87.08,,4.921268,360,27.066974,0,0,1.7716545
DECATUR AP,IL,39.8344,-88.8656,205.7,20170122,39.02,50,,11.408394,360,25.948504,,,0
DECATUR AP,IL,39.8344,-88.8656,205.7,20170123,37.94,42.08,,12.750558,360,29.08022,,,0
DECATUR AP,IL,39.8344,-88.8656,205.7,20170807,60.98,77,,5.816044,360,21.027236,,,0
DECATUR AP,IL,39.8344,-88.8656,205.7,20170824,53.06,80.06,,4.921268,360,17.000744,,,0
ATLANTA FULTON CO AP,GA,33.7792,-84.5214,256,20170219,48.02,68,,4.250186,360,21.922012,0,0,0
ATLANTA FULTON CO AP,GA,33.7792,-84.5214,256,20170318,53.96,71.06,,9.171454,360,35.119958,0,0,0.09055123
ATLANTA FULTON CO AP,GA,33.7792,-84.5214,256,20170523,62.96,75.92,,4.47388,360,21.027236,0,0,0.57086645
ATLANTA FULTON CO AP,GA,33.7792,-84.5214,256,20170624,71.96,86,,4.921268,360,27.066974,0,0,0.01181103
ATLANTA FULTON CO AP,GA,33.7792,-84.5214,256,20170720,71.06,91.94,,3.579104,360,21.027236,0,0,0
ATLANTA FULTON CO AP,GA,33.7792,-84.5214,256,20170915,60.98,86,,0.671082,360,10.961006,0,0,0
JACKSON,KY,37.5908,-83.3131,415.7,20170311,26.24,39.92,32.36,3.802798,360,12.974252,0,0,0
BLOOMINGTON MONROE CO AP,IN,39.1333,-86.6167,257.3,20170122,39.92,60.08,,6.71082,360,19.908766,,,0
BLOOMINGTON MONROE CO AP,IN,39.1333,-86.6167,257.3,20170123,39.02,51.08,,9.618842,360,25.948504,,,0
BLOOMINGTON MONROE CO AP,IN,39.1333,-86.6167,257.3,20170208,29.12,48.02,,10.961006,360,27.066974,,,0.01968505
BLOOMINGTON MONROE CO AP,IN,39.1333,-86.6167,257.3,20170311,25.16,37.04,,6.934514,360,14.987498,,,0
BLOOMINGTON MONROE CO AP,IN,39.1333,-86.6167,257.3,20170314,22.1,33.08,,11.408394,360,25.948504,,,0
BLOOMINGTON MONROE CO AP,IN,39.1333,-86.6167,257.3,20170506,39.92,62.06,,6.263432,360,29.08022,,,0.09842525
BLOOMINGTON MONROE CO AP,IN,39.1333,-86.6167,257.3,20170513,44.96,75.92,,3.802798,360,19.01399,,,0
BLOOMINGTON MONROE CO AP,IN,39.1333,-86.6167,257.3,20170708,62.96,82.04,,4.026492,360,19.908766,,,0
BLOOMINGTON MONROE CO AP,IN,39.1333,-86.6167,257.3,20170715,57.02,82.04,,2.684328,360,12.079476,,,0
BLOOMINGTON MONROE CO AP,IN,39.1333,-86.6167,257.3,20170724,66.92,84.92,,4.921268,360,16.105968,,,0
BLOOMINGTON MONROE CO AP,IN,39.1333,-86.6167,257.3,20170903,51.08,84.92,,2.460634,360,12.974252,,,0
CLARKSVILLE OUTLAW AP,TN,36.6239,-87.4194,170.7,20170105,20.12,29.12,26.42,9.171454,360,18.119214,0,0,0
CLARKSVILLE OUTLAW AP,TN,36.6239,-87.4194,170.7,20170312,25.16,48.02,36.32,6.934514,360,23.040482,,,0
CLARKSVILLE OUTLAW AP,TN,36.6239,-87.4194,170.7,20170322,39.92,55.94,50.72,11.855782,360,34.001488,0,0,0
CLARKSVILLE OUTLAW AP,TN,36.6239,-87.4194,170.7,20170607,55.94,78.98,68.9,8.276678,360,25.948504,0,0,0
CLARKSVILLE OUTLAW AP,TN,36.6239,-87.4194,170.7,20170608,53.96,73.94,64.76,5.816044,360,19.01399,0,0,0
CLARKSVILLE OUTLAW AP,TN,36.6239,-87.4194,170.7,20170829,64.04,84.02,72.14,2.908022,360,19.908766,,,0.07086618
LONGVIEW E TX RGNL AP,TX,32.3847,-94.7117,111.3,20170105,33.08,42.98,42.26,6.487126,360,19.908766,0,0,0
LONGVIEW E TX RGNL AP,TX,32.3847,-94.7117,111.3,20170417,66.92,80.06,72.32,5.59235,360,19.908766,0,0,0
LONGVIEW E TX RGNL AP,TX,32.3847,-94.7117,111.3,20170606,69.98,89.06,78.08,6.263432,360,18.119214,0,0,0
COLLEGE STN,TX,30.5892,-96.3647,93,20170105,37.04,64.04,47.12,9.618842,360,31.093466,0,0,0
COLLEGE STN,TX,30.5892,-96.3647,93,20170107,17.24,42.08,26.78,9.395148,360,27.066974,0,0,0
COLLEGE STN,TX,30.5892,-96.3647,93,20170125,48.02,69.98,65.84,11.408394,360,27.96175,0,0,0.01181103
COLLEGE STN,TX,30.5892,-96.3647,93,20170126,39.92,60.08,49.28,7.82929,360,21.027236,0,0,0
COLLEGE STN,TX,30.5892,-96.3647,93,20170208,53.96,86,70.34,13.197946,360,33.106712,0,0,0
COLLEGE STN,TX,30.5892,-96.3647,93,20170503,60.08,91.04,77.18,14.987498,360,40.041226,0,0,0.09842525
COLLEGE STN,TX,30.5892,-96.3647,93,20170606,69.08,87.98,76.46,8.724066,360,23.935258,0,0,0
COLLEGE STN,TX,30.5892,-96.3647,93,20170621,73.94,91.04,82.04,13.645334,360,29.974996,0,0,0
COLLEGE STN,TX,30.5892,-96.3647,93,20170624,69.98,84.02,79.52,7.82929,360,29.974996,0,0,0
COLLEGE STN,TX,30.5892,-96.3647,93,20170809,75.92,93.02,82.04,5.816044,360,16.105968,0,0,0
DALLAS FT WORTH AP,TX,32.8978,-97.0189,170.7,20170104,32,39.92,36.68,8.500372,360,23.040482,0,0,0
DALLAS FT WORTH AP,TX,32.8978,-97.0189,170.7,20170113,41,48.92,48.02,10.737312,360,18.119214,0,0,0.20078751
DALLAS FT WORTH AP,TX,32.8978,-97.0189,170.7,20170201,53.06,80.06,65.12,12.30317,360,29.08022,0,0,0
DALLAS FT WORTH AP,TX,32.8978,-97.0189,170.7,20170605,69.08,87.08,75.38,6.487126,360,25.948504,0,0,0
DALLAS FT WORTH AP,TX,32.8978,-97.0189,170.7,20170829,71.06,89.96,79.34,12.526864,360,31.093466,0,0,0
DALLAS FT WORTH AP,TX,32.8978,-97.0189,170.7,20170830,71.06,89.96,80.42,13.197946,360,27.066974,0,0,0
DALLAS FT WORTH AP,TX,32.8978,-97.0189,170.7,20170906,64.94,84.92,75.92,9.618842,360,23.935258,0,0,0
WICHITA,KS,37.6544,-97.4425,406.9,20170103,20.12,39.92,34.88,19.685072,360,40.936002,0,0,0
WICHITA,KS,37.6544,-97.4425,406.9,20170211,44.06,73.04,59.18,9.618842,360,29.974996,0,0,0
WICHITA,KS,37.6544,-97.4425,406.9,20170212,31.1,51.98,51.08,14.987498,360,36.014734,0,0,0
WICHITA,KS,37.6544,-97.4425,406.9,20170215,30.2,59,42.44,9.618842,360,19.908766,0,0,0
WICHITA,KS,37.6544,-97.4425,406.9,20170228,44.06,68,59.36,14.316416,360,42.949248,0,0,0
WICHITA,KS,37.6544,-97.4425,406.9,20170325,42.98,46.94,47.12,15.211192,360,36.90951,0,0,0.1181103
WICHITA,KS,37.6544,-97.4425,406.9,20170416,57.02,73.04,67.46,10.513618,360,31.988242,0,0,2.05118221
WICHITA,KS,37.6544,-97.4425,406.9,20170425,46.04,75.02,64.94,14.763804,360,36.014734,0,0,0.01181103
WICHITA,KS,37.6544,-97.4425,406.9,20170714,71.96,89.06,77.36,7.605596,360,21.922012,0,0,0.70078778
CLINTON SHERMAN AP,OK,35.21,-99.12,585.8,20170112,21.2,55.94,,17.224438,360,29.08022,0,0,0
CLINTON SHERMAN AP,OK,35.21,-99.12,585.8,20170202,22.1,39.92,,17.671826,360,34.001488,0,0,0
CLINTON SHERMAN AP,OK,35.21,-99.12,585.8,20170213,35.06,44.96,,10.513618,360,21.922012,0,0,1.11023682
CLINTON SHERMAN AP,OK,35.21,-99.12,585.8,20170224,27.14,51.08,,19.01399,360,38.02798,0,0,0
CLINTON SHERMAN AP,OK,35.21,-99.12,585.8,20170307,32,62.06,,8.724066,360,25.948504,0,0,0
CLINTON SHERMAN AP,OK,35.21,-99.12,585.8,20170311,30.2,50,,13.869028,360,29.974996,0,0,0
CLINTON SHERMAN AP,OK,35.21,-99.12,585.8,20170426,42.08,62.06,,14.092722,360,36.90951,0,0,0.03149608
CLINTON SHERMAN AP,OK,35.21,-99.12,585.8,20170512,53.06,75.02,,12.079476,360,27.066974,0,0,0
CLINTON SHERMAN AP,OK,35.21,-99.12,585.8,20170530,60.08,89.96,,9.842536,360,25.053728,0,0,0
CAPE GIRARDEAU MUNI AP,MO,37.2253,-89.5706,102.4,20170122,44.96,64.04,,12.974252,360,38.02798,0,0,0
CAPE GIRARDEAU MUNI AP,MO,37.2253,-89.5706,102.4,20170202,30.2,37.94,,11.408394,360,23.040482,0,0,0
CAPE GIRARDEAU MUNI AP,MO,37.2253,-89.5706,102.4,20170203,17.24,37.04,,8.500372,360,23.040482,0,0,0
CAPE GIRARDEAU MUNI AP,MO,37.2253,-89.5706,102.4,20170212,37.04,62.96,,13.869028,360,36.014734,0,0,0
CAPE GIRARDEAU MUNI AP,MO,37.2253,-89.5706,102.4,20170314,24.26,37.04,,12.750558,360,29.08022,,0,0
CAPE GIRARDEAU MUNI AP,MO,37.2253,-89.5706,102.4,20170411,44.06,68,,7.158208,360,18.119214,0,0,0
CAPE GIRARDEAU MUNI AP,MO,37.2253,-89.5706,102.4,20170708,68,89.96,,4.47388,360,17.000744,0,0,0
CAPE GIRARDEAU MUNI AP,MO,37.2253,-89.5706,102.4,20170724,69.98,93.92,,3.35541,360,40.041226,0,0,0.01968505
CAPE GIRARDEAU MUNI AP,MO,37.2253,-89.5706,102.4,20170816,69.98,89.06,,6.487126,360,27.066974,0,0,0.68110273
CAPE GIRARDEAU MUNI AP,MO,37.2253,-89.5706,102.4,20170827,59,87.98,,2.684328,360,10.06623,0,0,0
CAPE GIRARDEAU MUNI AP,MO,37.2253,-89.5706,102.4,20170906,44.96,75.02,,6.039738,360,23.040482,0,0,0
MANHATTAN MUNI AP,KS,39.1353,-96.6778,322.2,20170205,27.14,50,,4.697574,360,16.105968,,,0
MANHATTAN MUNI AP,KS,39.1353,-96.6778,322.2,20170223,41,60.98,,14.987498,360,36.014734,,,0
MANHATTAN MUNI AP,KS,39.1353,-96.6778,322.2,20170302,17.24,55.94,,5.816044,360,25.948504,,,0
MANHATTAN MUNI AP,KS,39.1353,-96.6778,322.2,20170330,42.98,48.92,,8.052984,360,27.96175,,,0.12992133
MANHATTAN MUNI AP,KS,39.1353,-96.6778,322.2,20170426,39.92,53.96,,7.605596,360,23.040482,0,,0
MANHATTAN MUNI AP,KS,39.1353,-96.6778,322.2,20170518,51.98,75.92,,10.737312,360,42.949248,,,1.03937064
MANHATTAN MUNI AP,KS,39.1353,-96.6778,322.2,20170705,62.06,89.96,,2.23694,360,16.105968,,,0
LAKE CHARLES,LA,30.125,-93.2158,4,20170106,30.2,44.96,41.36,17.000744,360,38.02798,0,0,0.24015761
LAKE CHARLES,LA,30.125,-93.2158,4,20170107,23.18,41,31.28,12.974252,360,36.90951,0,0,0
LAKE CHARLES,LA,30.125,-93.2158,4,20170202,53.06,78.08,64.58,5.816044,360,21.922012,0,0,0.72834685
LAKE CHARLES,LA,30.125,-93.2158,4,20170313,44.96,66.92,57.2,8.500372,360,23.040482,0,0,0
LAKE CHARLES,LA,30.125,-93.2158,4,20170314,41,66.92,52.16,6.487126,360,21.922012,,0,0
LAKE CHARLES,LA,30.125,-93.2158,4,20170528,69.98,89.06,82.04,8.052984,360,31.093466,0,0,1.92126088
JACKSON INTL AP,MS,32.3206,-90.0778,100.6,20170104,33.98,57.02,50.72,9.171454,360,25.053728,0,0,0
JACKSON INTL AP,MS,32.3206,-90.0778,100.6,20170105,33.08,50,40.82,4.697574,360,21.922012,0,0,0.01181103
JACKSON INTL AP,MS,32.3206,-90.0778,100.6,20170107,17.24,33.08,24.44,12.079476,360,29.974996,0,0.9842525,0
JACKSON INTL AP,MS,32.3206,-90.0778,100.6,20170203,37.94,55.04,46.76,10.289924,360,21.922012,0,0,0
JACKSON INTL AP,MS,32.3206,-90.0778,100.6,20170522,64.94,73.94,68.36,3.131716,360,12.974252,0,0,1.20078805
JACKSON INTL AP,MS,32.3206,-90.0778,100.6,20170624,71.96,87.98,78.26,5.144962,360,16.105968,0,0,0
JACKSON INTL AP,MS,32.3206,-90.0778,100.6,20170905,69.08,91.04,78.98,4.47388,360,27.96175,0,0,0.20078751
JACKSON INTL AP,MS,32.3206,-90.0778,100.6,20170909,60.98,84.92,71.42,8.052984,360,23.040482,0,0,0
COLUMBIA RGNL AP,MO,38.8169,-92.2183,272.2,20170122,39.02,50,48.38,14.092722,360,29.08022,0,0,0.09055123
COLUMBIA RGNL AP,MO,38.8169,-92.2183,272.2,20170212,35.96,55.04,50.54,12.526864,360,31.988242,0,0,0
COLUMBIA RGNL AP,MO,38.8169,-92.2183,272.2,20170313,30.2,39.02,36.68,12.526864,360,27.066974,0,0,0.09842525
COLUMBIA RGNL AP,MO,38.8169,-92.2183,272.2,20170812,59,80.06,70.34,4.697574,360,14.987498,0,0,0
COLUMBIA RGNL AP,MO,38.8169,-92.2183,272.2,20170913,53.96,84.92,67.82,5.368656,360,17.000744,0,0,0
KANSAS CITY INTL AP,MO,39.2972,-94.7306,306.3,20170122,32,46.04,43.16,10.737312,360,23.935258,0,0,0
KANSAS CITY INTL AP,MO,39.2972,-94.7306,306.3,20170211,46.94,66.92,58.28,8.500372,360,21.027236,0,0,0
KANSAS CITY INTL AP,MO,39.2972,-94.7306,306.3,20170420,50,69.98,63.86,10.289924,360,23.935258,0,0,0.24015761
KANSAS CITY INTL AP,MO,39.2972,-94.7306,306.3,20170524,48.02,66.02,55.04,8.500372,360,25.053728,0,0,0
KANSAS CITY INTL AP,MO,39.2972,-94.7306,306.3,20170713,71.06,87.98,80.96,9.618842,360,42.054472,0,0,0.11023628
KANSAS CITY INTL AP,MO,39.2972,-94.7306,306.3,20170818,62.06,89.06,74.12,7.82929,360,31.988242,0,0,0.09055123
KANSAS CITY INTL AP,MO,39.2972,-94.7306,306.3,20170821,68,82.94,76.82,10.737312,360,44.962494,0,0,4.07874236
PEASON RIDGE RANGE,LA,31.4,-93.2833,111.3,20170105,37.94,48.92,,3.579104,360,19.908766,,,0
PEASON RIDGE RANGE,LA,31.4,-93.2833,111.3,20170106,24.26,37.94,,9.618842,360,25.948504,,,0
PEASON RIDGE RANGE,LA,31.4,-93.2833,111.3,20170117,55.04,69.08,,4.250186,360,19.908766,,,2.33070992
PEASON RIDGE RANGE,LA,31.4,-93.2833,111.3,20170127,30.2,53.96,,1.565858,360,17.000744,,,0
PEASON RIDGE RANGE,LA,31.4,-93.2833,111.3,20170202,44.06,75.02,,4.250186,360,18.119214,,,0
PEASON RIDGE RANGE,LA,31.4,-93.2833,111.3,20170215,39.92,62.06,,4.250186,360,18.119214,,,0
PEASON RIDGE RANGE,LA,31.4,-93.2833,111.3,20170222,51.98,75.02,,1.11847,360,12.079476,,,0
PEASON RIDGE RANGE,LA,31.4,-93.2833,111.3,20170225,39.02,62.96,,4.921268,360,19.908766,,,0
PEASON RIDGE RANGE,LA,31.4,-93.2833,111.3,20170301,53.06,84.02,,7.381902,360,23.935258,,,0
PEASON RIDGE RANGE,LA,31.4,-93.2833,111.3,20170505,51.08,77,,3.579104,360,25.053728,,,0
PEASON RIDGE RANGE,LA,31.4,-93.2833,111.3,20170521,66.02,84.02,,2.908022,360,19.908766,,,0.03149608
PEASON RIDGE RANGE,LA,31.4,-93.2833,111.3,20170624,71.96,84.92,,1.11847,360,17.000744,,,1.35039443
PEASON RIDGE RANGE,LA,31.4,-93.2833,111.3,20170706,71.96,95,,1.789552,360,23.935258,,,0.20078751
PEASON RIDGE RANGE,LA,31.4,-93.2833,111.3,20170730,68,89.06,,4.921268,360,17.000744,,,0
PEASON RIDGE RANGE,LA,31.4,-93.2833,111.3,20170901,66.02,87.98,,1.342164,360,10.06623,,,0
PEASON RIDGE RANGE,LA,31.4,-93.2833,111.3,20170902,64.94,89.96,,1.11847,360,8.94776,,,0
PEASON RIDGE RANGE,LA,31.4,-93.2833,111.3,20170906,59,82.04,,4.47388,360,21.027236,,,0.01181103
LAWTON MUNI AP,OK,34.5583,-98.4172,325.8,20170110,35.06,71.06,,7.158208,360,25.053728,0,0,0
LAWTON MUNI AP,OK,34.5583,-98.4172,325.8,20170125,30.2,50,,10.513618,360,27.066974,0,0,0
LAWTON MUNI AP,OK,34.5583,-98.4172,325.8,20170208,32,53.06,,14.54011,360,40.041226,0,0,0
LAWTON MUNI AP,OK,34.5583,-98.4172,325.8,20170214,35.96,42.08,,12.079476,360,31.093466,0,0,0.33070884
LAWTON MUNI AP,OK,34.5583,-98.4172,325.8,20170223,42.08,87.98,,7.158208,360,35.119958,0,0,0
LAWTON MUNI AP,OK,34.5583,-98.4172,325.8,20170327,51.08,73.94,,8.724066,360,27.96175,0,0,0
LAWTON MUNI AP,OK,34.5583,-98.4172,325.8,20170329,48.92,62.06,,9.618842,360,33.106712,0,0,0.29133874
LAWTON MUNI AP,OK,34.5583,-98.4172,325.8,20170422,42.98,64.04,,15.434886,360,33.106712,0,0,0
LAWTON MUNI AP,OK,34.5583,-98.4172,325.8,20170425,55.04,89.06,,10.737312,360,29.974996,0,0,0
LAWTON MUNI AP,OK,34.5583,-98.4172,325.8,20170426,42.08,64.04,,14.763804,360,38.922756,0,0,0
LAWTON MUNI AP,OK,34.5583,-98.4172,325.8,20170504,46.94,73.04,,10.961006,360,31.988242,0,0,0
LAWTON MUNI AP,OK,34.5583,-98.4172,325.8,20170520,53.96,75.92,,10.06623,360,25.948504,0,0,0.09842525
LAWTON MUNI AP,OK,34.5583,-98.4172,325.8,20170523,51.08,71.06,,8.94776,360,33.106712,0,0,0
LAWTON MUNI AP,OK,34.5583,-98.4172,325.8,20170605,68,89.06,,8.94776,360,21.922012,0,0,0
LAWTON MUNI AP,OK,34.5583,-98.4172,325.8,20170606,66.92,93.02,,5.59235,360,19.908766,0,0,0
LAWTON MUNI AP,OK,34.5583,-98.4172,325.8,20170703,64.94,96.98,,11.1847,360,63.081708,0,0,1.27952825
LAWTON MUNI AP,OK,34.5583,-98.4172,325.8,20170723,73.94,100.94,,6.71082,360,40.936002,0,0,0.18110246
LAWTON MUNI AP,OK,34.5583,-98.4172,325.8,20170801,71.06,82.04,,5.816044,360,19.01399,0,0,0.18897648
LAWTON MUNI AP,OK,34.5583,-98.4172,325.8,20170913,53.96,91.04,,6.487126,360,14.092722,0,0,0
LITTLE ROCK,AR,34.8364,-92.2619,173.1,20170103,42.08,55.04,,2.908022,360,21.027236,0,0,0
LITTLE ROCK,AR,34.8364,-92.2619,173.1,20170104,28.22,39.92,,6.71082,360,18.119214,0,0,0
LITTLE ROCK,AR,34.8364,-92.2619,173.1,20170106,17.24,27.14,,6.934514,360,17.000744,0.787402,0,0.05118113
LITTLE ROCK,AR,34.8364,-92.2619,173.1,20170208,33.98,71.96,,6.487126,360,27.96175,0,0,0
LITTLE ROCK,AR,34.8364,-92.2619,173.1,20170421,55.04,71.06,,6.039738,360,27.066974,0,0,0.12992133
LITTLE ROCK,AR,34.8364,-92.2619,173.1,20170423,48.92,71.06,,6.487126,360,19.908766,0,0,0
LITTLE ROCK,AR,34.8364,-92.2619,173.1,20170603,69.08,84.02,,2.684328,360,19.908766,0,0,1.64960719
LITTLE ROCK,AR,34.8364,-92.2619,173.1,20170623,69.08,87.98,,4.250186,360,33.106712,0,0,0.53937037
JONESBORO MUNI AP,AR,35.8311,-90.6464,79.9,20170105,25.16,31.1,,9.842536,360,19.908766,0,0,0
JONESBORO MUNI AP,AR,35.8311,-90.6464,79.9,20170106,17.24,25.16,,9.395148,360,21.027236,,,0
JONESBORO MUNI AP,AR,35.8311,-90.6464,79.9,20170527,62.96,89.06,,12.30317,360,48.09421,0,0,1.57874101
JONESBORO MUNI AP,AR,35.8311,-90.6464,79.9,20170615,71.96,93.02,,7.158208,360,33.106712,0,0,0.05118113
OKLAHOMA CITY POST AP,OK,35.5342,-97.6469,395.3,20170112,22.1,42.98,,15.211192,360,27.066974,0,0,0
OKLAHOMA CITY POST AP,OK,35.5342,-97.6469,395.3,20170114,28.22,32,,10.961006,360,21.027236,0,0,0.40944904
OKLAHOMA CITY POST AP,OK,35.5342,-97.6469,395.3,20170208,29.12,55.04,,18.566602,360,40.936002,0,0,0
OKLAHOMA CITY POST AP,OK,35.5342,-97.6469,395.3,20170214,39.02,42.98,,11.632088,360,25.948504,0,0,0.48818924
OKLAHOMA CITY POST AP,OK,35.5342,-97.6469,395.3,20170225,22.1,48.92,,9.171454,360,27.066974,0,0,0
OKLAHOMA CITY POST AP,OK,35.5342,-97.6469,395.3,20170402,51.98,57.02,,8.052984,360,19.908766,0,0,1.181103
OKLAHOMA CITY POST AP,OK,35.5342,-97.6469,395.3,20170503,51.08,64.04,,16.329662,360,42.949248,0,0,0
OKLAHOMA CITY POST AP,OK,35.5342,-97.6469,395.3,20170504,44.96,71.06,,11.855782,360,36.014734,0,0,0
OKLAHOMA CITY POST AP,OK,35.5342,-97.6469,395.3,20170512,55.04,75.02,,13.42164,360,29.974996,0,0,0.01181103
OKLAHOMA CITY POST AP,OK,35.5342,-97.6469,395.3,20170528,60.08,84.02,,10.513618,360,29.974996,0,0,0
OKLAHOMA CITY POST AP,OK,35.5342,-97.6469,395.3,20170817,68,89.96,,4.026492,360,12.974252,0,0,0
MEDICINE LODGE,KS,37.2839,-98.5528,467.9,20170102,37.94,64.04,,8.724066,360,31.988242,0,0,0
MEDICINE LODGE,KS,37.2839,-98.5528,467.9,20170105,13.1,20.12,,11.855782,360,27.066974,0,0,0.01181103
MEDICINE LODGE,KS,37.2839,-98.5528,467.9,20170111,22.1,69.08,,10.737312,360,29.08022,0,0,0
MEDICINE LODGE,KS,37.2839,-98.5528,467.9,20170126,17.24,44.06,,8.052984,360,29.08022,0,0,0
MEDICINE LODGE,KS,37.2839,-98.5528,467.9,20170224,19.22,42.08,,15.65858,360,36.014734,0,0,0
MEDICINE LODGE,KS,37.2839,-98.5528,467.9,20170228,41,69.98,,11.1847,360,44.962494,0,0,0
MEDICINE LODGE,KS,37.2839,-98.5528,467.9,20170309,37.04,80.96,,9.171454,360,35.119958,0,0,0
MEDICINE LODGE,KS,37.2839,-98.5528,467.9,20170402,44.96,55.04,,7.158208,360,18.119214,0,0,0.03149608
MEDICINE LODGE,KS,37.2839,-98.5528,467.9,20170404,42.08,51.98,,14.987498,360,36.90951,0,0,0.94881941
MEDICINE LODGE,KS,37.2839,-98.5528,467.9,20170409,55.94,87.08,,10.737312,360,38.922756,0,0,0
MEDICINE LODGE,KS,37.2839,-98.5528,467.9,20170811,66.92,86,,8.724066,360,21.922012,0,0,0.33858286
BARTLESVILLE F P FLD,OK,36.7683,-96.0261,217.9,20170106,3.2,22.1,,4.921268,360,19.01399,0,0,0
